AR0001*	U+09FC4[U]
JA5569	U+0601B[U]
JA5570	U+06015[U]
JA5571*	U+0602B[U]
JA5571S	=JA5571*
JA5572	U+06026[U]
JA5573	U+0600F[U]
JA5574	U+0603A[U]
JA5575	U+0605A[U]
JA5576	U+06041[U]
JA5577	U+0606A[U]
JA5578	U+06077[U]
JA5579	U+0605F[U]
JA5580	U+0604A[U]
JA5581	U+06046[U]
JA5582	U+0604D[U]
JA5583	U+06063[U]
JA5584	U+06043[U]
JA5585	U+06064[U]
JA5586	U+06042[U]
JA5587	U+0606C[U]
JA5588	U+0606B[U]
JA5589	U+06059[U]
JA5590	U+06081[U]
JA5591	U+0608D[U]
JA5592	U+060E7[U]
JA5593	U+06083[U]
JA5594	U+0609A[U]
JA5601	U+06084[U]
JA5602	U+0609B[U]
JA5603	U+06096[U]
JA5604*	U+06097[U]
JA5604S	=JA5604*
JA5605	U+06092[U]
JA5606	U+060A7[U]
JA5607*	U+0608B[U]
JA5607SS	=JA5607*
JA5608	U+060E1[U]
JA5609	U+060B8[U]
JA5610	U+060E0[U]	U+060E0[18]
JA5611*	U+060D3[U]
JA5611S	=JA5611*
JA5612	U+060B4[U]
JA5613	U+05FF0[U]
JA5614*	U+060BD[U]
JA5614S	=JA5614*
JA5615*	U+060C6[U]
JA5615S	=JA5615*
JA5616	U+060B5[U]
JA5617	U+060D8[U]
JA5618	U+0614D[U]
JA5619	U+06115[U]
JA5620	U+06106[U]
JA5621	U+060F6[U]
JA5622	U+060F7[U]
JA5623	U+06100[U]
JA5624	U+060F4[U]
JA5625	U+060FA[U]
JA5626	U+06103[U]
JA5627	U+06121[U]
JA5628	U+060FB[U]
JA5629	U+060F1[U]
JA5630*	U+0610D[U]
JA5630S	=JA5630*
JA5631	U+0610E[U]
JA5632	U+06147[U]
JA5633	U+0613E[U]
JA5634	U+06128[U]
JA5635	U+06127[U]
JA5636	U+0614A[U]	U+0614A[18]
JA5637*	U+0613F[U]
JA5637S	=JA5637*
JA5638	U+0613C[U]
JA5639	U+0612C[U]
JA5640	U+06134[U]
JA5641	U+0613D[U]	U+0613D[19]
JA5642	U+06142[U]
JA5643	U+06144[U]
JA5644	U+06173[U]
JA5645*	U+06177[U]
JA5645S	=JA5645*
JA5646	U+06158[U]
JA5647	U+06159[U]
JA5648	U+0615A[U]
JA5649	U+0616B[U]
JA5650	U+06174[U]
JA5651	U+0616F[U]
JA5652	U+06165[U]	U+06165[18]
JA5653	U+06171[U]
JA5654	U+0615F[U]
JA5655	U+0615D[U]	U+0615D[18]
JA5656	U+06153[U]
JA5657*	U+06175[U]
JA5657S	=JA5657*
JA5658*	U+06199[U]
JA5658S	=JA5658*
JA5659	U+06196[U]
JA5660	U+06187[U]
JA5661	U+061AC[U]
JA5662	U+06194[U]
JA5663	U+0619A[U]
JA5664	U+0618A[U]
JA5665	U+06191[U]
JA5666	U+061AB[U]
JA5667	U+061AE[U]
JA5668	U+061CC[U]	U+061CC[18]
JA5669*	U+061CA[U]
JA5669S	=JA5669*
JA5670	U+061C9[U]
JA5671	U+061F7[U]
JA5672	U+061C8[U]
JA5673	U+061C3[U]
JA5674	U+061C6[U]
JA5675	U+061BA[U]
JA5676	U+061CB[U]
JA5677	U+07F79[U]
JA5678	U+061CD[U]
JA5679*	U+061E6[U]
JA5679S	=JA5679*
JA5680	U+061E3[U]
JA5681	U+061F6[U]	U+061F6[18]
JA5682	U+061FA[U]
JA5683*	U+061F4[U]
JA5683S	=JA5683*
JA5684	U+061FF[U]	U+061FF[18]
JA5685	U+061FD[U]	U+061FD[18]
JA5686	U+061FC[U]
JA5687	U+061FE[U]
JA5688	U+06200[U]
JA5689	U+06208[U]
JA5690	U+06209[U]
JA5691	U+0620D[U]
JA5692	U+0620C[U]
JA5693*	U+06214[U]
JA5693S	=JA5693*
JA5694*	U+0621B[U]
JA5694S	=JA5694*
JA5701*	U+0621E[U]
JA5701S	=JA5701*
JA5702*	U+06221[U]
JA5702S	=JA5702*
JA5703	U+0622A[U]
JA5704	U+0622E[U]	U+0622E[18]
JA5705	U+06230[U]
JA5706	U+06232[U]
JA5707	U+06233[U]
JA5708	U+06241[U]	U+06241[19]
JA5709	U+0624E[U]
JA5710	U+0625E[U]
JA5711	U+06263[U]
JA5712	U+0625B[U]
JA5713*	U+06260[U]
JA5714*	U+06268[U]
JA5715	U+0627C[U]
JA5716	U+06282[U]
JA5717	U+06289[U]
JA5718	U+0627E[U]
JA5719	U+06292[U]
JA5720	U+06293[U]
JA5721	U+06296[U]
JA5722	U+062D4[U]
JA5723	U+06283[U]
JA5724*	U+06294[U]
JA5724S	=JA5724*
JA5725	U+062D7[U]
JA5726	U+062D1[U]
JA5727	U+062BB[U]
JA5728	U+062CF[U]
JA5729	U+062FF[U]
JA5730	U+062C6[U]
JA5731	U+064D4[U]
JA5732	U+062C8[U]
JA5733	U+062DC[U]
JA5734	U+062CC[U]
JA5735	U+062CA[U]
JA5736	U+062C2[U]
JA5737	U+062C7[U]
JA5738	U+0629B[U]
JA5739	U+062C9[U]
JA5740	U+0630C[U]
JA5741	U+062EE[U]
JA5742	U+062F1[U]
JA5743	U+06327[U]
JA5744	U+06302[U]
JA5745	U+06308[U]	U+06308[18]
JA5746	U+062EF[U]
JA5747*	U+062F5[U]
JA5747S	=JA5747*
JA5748	U+06350[U]
JA5749	U+0633E[U]
JA5750	U+0634D[U]
JA5751	U+0641C[U]
JA5752	U+0634F[U]
JA5753	U+06396[U]
JA5754	U+0638E[U]
JA5755	U+06380[U]
JA5756	U+063AB[U]
JA5757	U+06376[U]
JA5758	U+063A3[U]
JA5759	U+0638F[U]
JA5760	U+06389[U]
JA5761	U+0639F[U]
JA5762	U+063B5[U]
JA5763	U+0636B[U]
JA5764	U+06369[U]	U+06369[19]
JA5765	U+063BE[U]	U+063BE[18]
JA5766	U+063E9[U]
JA5767	U+063C0[U]
JA5768	U+063C6[U]
JA5769	U+063E3[U]
JA5770	U+063C9[U]
JA5771	U+063D2[U]
JA5772	U+063F6[U]
JA5773	U+063C4[U]
JA5774	U+06416[U]
JA5775	U+06434[U]
JA5776	U+06406[U]	U+06406[19]
JA5777	U+06413[U]
JA5778	U+06426[U]	U+06426[18]
JA5779	U+06436[U]
JA5780	U+0651D[U]
JA5781	U+06417[U]
JA5782*	U+06428[U]
JA5782S	=JA5782*
JA5783	U+0640F[U]
JA5784	U+06467[U]
JA5785	U+0646F[U]
JA5786	U+06476[U]
JA5787	U+0644E[U]
JA5788	U+0652A[U]
JA5789	U+06495[U]
JA5790*	U+06493[U]
JA5790S	=JA5790*
JA5791	U+064A5[U]
JA5792	U+064A9[U]
JA5793	U+06488[U]
JA5794	U+064BC[U]
JA5801	U+064DA[U]	U+064DA[18]
JA5802	U+064D2[U]
JA5803	U+064C5[U]
JA5804	U+064C7[U]
JA5805	U+064BB[U]	U+064BB[18]
JA5806	U+064D8[U]
JA5807	U+064C2[U]
JA5808	U+064F1[U]
JA5809	U+064E7[U]
JA5810	U+08209[U]
JA5811	U+064E0[U]
JA5812	U+064E1[U]
JA5813	U+062AC[U]
JA5814	U+064E3[U]
JA5815	U+064EF[U]
JA5816*	U+0652C[U]
JA5816S	=JA5816*
JA5817	U+064F6[U]
JA5818*	U+064F4[U]	U+064F4[18]
JA5818S	=JA5818*
JA5819	U+064F2[U]	U+064F2[19]
JA5820	U+064FA[U]
JA5821	U+06500[U]
JA5822	U+064FD[U]
JA5823	U+06518[U]
JA5824	U+0651C[U]
JA5825	U+06505[U]
JA5826	U+06524[U]
JA5827	U+06523[U]
JA5828	U+0652B[U]
JA5829	U+06534[U]
JA5830	U+06535[U]
JA5831*	U+06537[U]
JA5831S	=JA5831*
JA5832*	U+06536[U]
JA5832S	=JA5832*
JA5833*	U+06538[U]	U+06538[18]
JA5833S	=JA5833*
JA5834*	U+0754B[U]
JA5834S	=JA5834*
JA5835*	U+06548[U]
JA5835S	=JA5835*
JA5836*	U+06556[U]
JA5836S	=JA5836*
JA5837*	U+06555[U]
JA5837S	=JA5837*
JA5838	U+0654D[U]
JA5839*	U+06558[U]
JA5839S	=JA5839*
JA5840	U+0655E[U]	U+0655E[19]
JA5841*	U+0655D[U]
JA5841S	=JA5841*
JA5842	U+06572[U]
JA5843*	U+06578[U]
JA5843S	=JA5843*
JA5844*	U+06582[U]
JA5844S	=JA5844*
JA5845	U+06583[U]	U+06583[19]
JA5846*	U+08B8A[U]	U+08B8A[18]
JA5846S	=JA5846*
JA5847	U+0659B[U]
JA5848	U+0659F[U]	U+0659F[18]
JA5849	U+065AB[U]
JA5850	U+065B7[U]	U+065B7[18]
JA5851*	U+065C3[U]
JA5851S	=JA5851*
JA5852*	U+065C6[U]
JA5852S	=JA5852*
JA5853	U+065C1[U]
JA5854*	U+065C4[U]
JA5854S	=JA5854*
JA5855*	U+065CC[U]
JA5855S	=JA5855*
JA5856*	U+065D2[U]
JA5856S	=JA5856*
JA5857*	U+065DB[U]
JA5857S	=JA5857*
JA5858*	U+065D9[U]
JA5858S	=JA5858*
JA5859	U+065E0[U]
JA5860*	U+065E1[U]	U+065E1[19]
JA5860S	=JA5860*
JA5861	U+065F1[U]
JA5862	U+06772[U]
JA5863	U+0660A[U]
JA5864	U+06603[U]
JA5865*	U+065FB[U]
JA5865SS	=JA5865*
JA5866	U+06773[U]
JA5867	U+06635[U]
JA5868	U+06636[U]	U+06636[18]
JA5869	U+06634[U]
JA5870	U+0661C[U]
JA5871*	U+0664F[U]
JA5871S	=JA5871*
JA5872*	U+06644[U]
JA5872S	=JA5872*
JA5873	U+06649[U]
JA5874	U+06641[U]
JA5875	U+0665E[U]
JA5876	U+0665D[U]
JA5877	U+06664[U]
JA5878	U+06667[U]	U+06667[19]
JA5879	U+06668[U]
JA5880	U+0665F[U]	U+0665F[21]
JA5881	U+06662[U]
JA5882	U+06670[U]
JA5883*	U+06683[U]
JA5883S	=JA5883*
JA5884	U+06688[U]
JA5885	U+0668E[U]	U+0668E[18]
JA5886	U+06689[U]
JA5887	U+06684[U]
JA5888	U+06698[U]
JA5889	U+0669D[U]
JA5890*	U+066C1[U]	U+066C1[20]
JA5890S	=JA5890*
JA5891	U+066B9[U]	U+066B9[18]
JA5892	U+066C9[U]	U+066C9[18]
JA5893	U+066BE[U]
JA5894*	U+066BC[U]
JA5894S	=JA5894*
JA5901	U+066C4[U]	U+066C4[18]
JA5902	U+066B8[U]
JA5903	U+066D6[U]	U+066D6[18]
JA5904	U+066DA[U]	U+066DA[18]
JA5905	U+066E0[U]	U+066E0[18]
JA5906	U+0663F[U]
JA5907	U+066E6[U]
JA5908	U+066E9[U]
JA5909	U+066F0[U]
JA5910	U+066F5[U]
JA5911	U+066F7[U]	U+066F7[18]
JA5912	U+0670F[U]
JA5913	U+06716[U]
JA5914	U+0671E[U]	U+0671E[18]
JA5915	U+06726[U]	U+06726[18]
JA5916	U+06727[U]	U+268AB
JA5917	U+09738[U]
JA5918	U+0672E[U]
JA5919	U+0673F[U]
JA5920	U+06736[U]
JA5921	U+06741[U]
JA5922	U+06738[U]
JA5923	U+06737[U]
JA5924	U+06746[U]
JA5925	U+0675E[U]
JA5926	U+06760[U]
JA5927	U+06759[U]
JA5928	U+06763[U]
JA5929	U+06764[U]
JA5930	U+06789[U]
JA5931	U+06770[U]
JA5932	U+067A9[U]	U+067A9[19]
JA5933	U+0677C[U]
JA5934	U+0676A[U]
JA5935*	U+0678C[U]	U+0678C[18]
JA5935S	=JA5935*
JA5936*	U+0678B[U]
JA5936S	=JA5936*
JA5937	U+067A6[U]	U+067A6[19]
JA5938	U+067A1[U]
JA5939*	U+06785[U]
JA5939S	=JA5939*
JA5940	U+067B7[U]
JA5941	U+067EF[U]
JA5942	U+067B4[U]
JA5943	U+067EC[U]
JA5944	U+067B3[U]
JA5945	U+067E9[U]
JA5946	U+067B8[U]
JA5947	U+067E4[U]
JA5948	U+067DE[U]
JA5949	U+067DD[U]
JA5950	U+067E2[U]
JA5951	U+067EE[U]
JA5952	U+067B9[U]
JA5953	U+067CE[U]
JA5954*	U+067C6[U]
JA5954S	=JA5954*
JA5955*	U+067E7[U]
JA5955S	=JA5955*
JA5956	U+06A9C[U]	U+06A9C[19]
JA5957	U+0681E[U]
JA5958	U+06846[U]
JA5959	U+06829[U]	U+06829[18]
JA5960	U+06840[U]
JA5961	U+0684D[U]
JA5962	U+06832[U]	U+06832[18]
JA5963	U+0684E[U]
JA5964	U+068B3[U]
JA5965*	U+0682B[U]
JA5965S	=JA5965*
JA5966	U+06859[U]
JA5967	U+06863[U]
JA5968	U+06877[U]
JA5969	U+0687F[U]
JA5970	U+0689F[U]	U+0689F[18]
JA5971	U+0688F[U]	U+0688F[18]
JA5972	U+068AD[U]	U+068AD[18]
JA5973	U+06894[U]
JA5974*	U+0689D[U]
JA5974S	=JA5974*
JA5975	U+0689B[U]	U+0689B[19]
JA5976*	U+06883[U]
JA5977	U+06AAE[U]
JA5978	U+068B9[U]
JA5979	U+06874[U]	U+06874[18]
JA5980	U+068B5[U]
JA5981	U+068A0[U]
JA5982*	U+068BA[U]
JA5982S	=JA5982*
JA5983	U+0690F[U]
JA5984	U+0688D[U]
JA5985	U+0687E[U]
JA5986	U+06901[U]
JA5987	U+068CA[U]
JA5988	U+06908[U]
JA5989*	U+068D8[U]
JA5990	U+06922[U]
JA5991	U+06926[U]
JA5992	U+068E1[U]
JA5993	U+0690C[U]	U+0690C[18]
JA5994	U+068CD[U]
JA6001	U+068D4[U]
JA6002	U+068E7[U]
JA6003	U+068D5[U]
JA6004*	U+06936[U]
JA6004S	=JA6004*
JA6005	U+06912[U]
JA6006*	U+06904[U]
JA6006S	=JA6006*
JA6007	U+068D7[U]
JA6008	U+068E3[U]
JA6009	U+06925[U]
JA6010	U+068F9[U]
JA6011*	U+068E0[U]
JA6011S	=JA6011*
JA6012	U+068EF[U]
JA6013	U+06928[U]
JA6014	U+0692A[U]
JA6015	U+0691A[U]
JA6016	U+06923[U]
JA6017	U+06921[U]
JA6018	U+068C6[U]
JA6019	U+06979[U]
JA6020	U+06977[U]
JA6021	U+0695C[U]
JA6022	U+06978[U]
JA6023	U+0696B[U]
JA6024	U+06954[U]	U+06954[18]
JA6025	U+0697E[U]
JA6026	U+0696E[U]	U+0696E[18]
JA6027	U+06939[U]	U+06939[18]
JA6028	U+06974[U]
JA6029	U+0693D[U]	U+0693D[19]
JA6030	U+06959[U]
JA6031	U+06930[U]
JA6032	U+06961[U]
JA6033	U+0695E[U]	U+0695E[19]
JA6034	U+0695D[U]
JA6035	U+06981[U]
JA6036	U+0696A[U]
JA6037	U+069B2[U]
JA6038	U+069AE[U]
JA6039	U+069D0[U]
JA6040	U+069BF[U]
JA6041	U+069C1[U]	U+069C1[19]
JA6042	U+069D3[U]
JA6043	U+069BE[U]
JA6044	U+069CE[U]
JA6045	U+05BE8[U]
JA6046	U+069CA[U]
JA6047	U+069DD[U]
JA6048	U+069BB[U]	U+069BB[19]
JA6049	U+069C3[U]
JA6050*	U+069A7[U]
JA6051	U+06A2E[U]
JA6052	U+06991[U]	U+06991[18]
JA6053	U+069A0[U]
JA6054	U+0699C[U]	U+0699C[18]
JA6055	U+06995[U]
JA6056	U+069B4[U]
JA6057	U+069DE[U]
JA6058*	U+069E8[U]
JA6058S	=JA6058*
JA6059	U+06A02[U]
JA6060	U+06A1B[U]
JA6061	U+069FF[U]
JA6062	U+06B0A[U]	U+06B0A[18]
JA6063	U+069F9[U]
JA6064	U+069F2[U]
JA6065	U+069E7[U]
JA6066	U+06A05[U]
JA6067*	U+069B1[U]
JA6067S	=JA6067*
JA6068	U+06A1E[U]	U+06A1E[18]
JA6069*	U+069ED[U]
JA6069S	=JA6069*
JA6070	U+06A14[U]
JA6071	U+069EB[U]
JA6072	U+06A0A[U]
JA6073	U+06A12[U]
JA6074	U+06AC1[U]
JA6075	U+06A23[U]	U+06A23[18]
JA6076	U+06A13[U]
JA6077*	U+06A44[U]
JA6077S	=JA6077*
JA6078	U+06A0C[U]
JA6079	U+06A72[U]
JA6080*	U+06A36[U]	U+06A36[18]
JA6080S	=JA6080*
JA6081	U+06A78[U]
JA6082	U+06A47[U]
JA6083	U+06A62[U]
JA6084*	U+06A59[U]
JA6085	U+06A66[U]	U+06A66[18]
JA6086*	U+06A48[U]
JA6086S	=JA6086*
JA6087	U+06A38[U]
JA6088	U+06A22[U]
JA6089	U+06A90[U]	U+06A90[19]
JA6090	U+06A8D[U]	U+06A8D[18]
JA6091	U+06AA0[U]	U+06AA0[18]
JA6092*	U+06A84[U]
JA6092S	=JA6092*
JA6093	U+06AA2[U]
JA6094	U+06AA3[U]
JA6101	U+06A97[U]
JA6102	U+08617[U]	U+08617[18]
JA6103	U+06ABB[U]
JA6104	U+06AC3[U]
JA6105	U+06AC2[U]
JA6106	U+06AB8[U]	U+06AB8[18]
JA6107	U+06AB3[U]	U+06AB3[18]
JA6108	U+06AAC[U]	U+06AAC[18]
JA6109	U+06ADE[U]
JA6110	U+06AD1[U]
JA6111	U+06ADF[U]
JA6112	U+06AAA[U]
JA6113	U+06ADA[U]
JA6114	U+06AEA[U]
JA6115	U+06AFB[U]
JA6116	U+06B05[U]
JA6117	U+08616[U]	U+08616[18]
JA6118	U+06AFA[U]
JA6119	U+06B12[U]
JA6120	U+06B16[U]
JA6121	U+09B31[U]
JA6122*	U+06B1F[U]	U+06B1F[18]
JA6122S	=JA6122*
JA6123	U+06B38[U]
JA6124	U+06B37[U]
JA6125	U+076DC[U]
JA6126	U+06B39[U]
JA6127	U+098EE[U]
JA6128*	U+06B47[U]
JA6128S	=JA6128*
JA6129	U+06B43[U]
JA6130*	U+06B49[U]	U+06B49[18]
JA6130S	=JA6130*
JA6131	U+06B50[U]	U+06B50[18]
JA6132*	U+06B59[U]
JA6132S	=JA6132*
JA6133	U+06B54[U]
JA6134	U+06B5B[U]
JA6135	U+06B5F[U]
JA6136	U+06B61[U]	U+06B61[18]
JA6137	U+06B78[U]	U+06B78[18]
JA6138	U+06B79[U]
JA6139	U+06B7F[U]
JA6140	U+06B80[U]
JA6141	U+06B84[U]
JA6142	U+06B83[U]
JA6143	U+06B8D[U]
JA6144	U+06B98[U]
JA6145	U+06B95[U]
JA6146	U+06B9E[U]
JA6147	U+06BA4[U]
JA6148	U+06BAA[U]
JA6149	U+06BAB[U]
JA6150	U+06BAF[U]
JA6151	U+06BB2[U]
JA6152	U+06BB1[U]
JA6153	U+06BB3[U]	U+06BB3[18]
JA6154	U+06BB7[U]
JA6155	U+06BBC[U]
JA6156	U+06BC6[U]	U+06BC6[18]
JA6157	U+06BCB[U]
JA6158	U+06BD3[U]	U+06BD3[18]
JA6159	U+06BDF[U]
JA6160	U+06BEC[U]
JA6161	U+06BEB[U]
JA6162	U+06BF3[U]
JA6163	U+06BEF[U]
JA6164*	U+09EBE[U]
JA6164S	=JA6164*
JA6165	U+06C08[U]	U+06C08[20]
JA6166*	U+06C13[U]	U+06C13[19]
JA6166S	=JA6166*
JA6167	U+06C14[U]
JA6168*	U+06C1B[U]
JA6168S	=JA6168*
JA6169	U+06C24[U]
JA6170	U+06C23[U]
JA6171*	U+06C5E[U]
JA6171S	=JA6171*
JA6172	U+06C55[U]
JA6173	U+06C62[U]
JA6174	U+06C6A[U]
JA6175	U+06C82[U]
JA6176	U+06C8D[U]
JA6177	U+06C9A[U]
JA6178	U+06C81[U]
JA6179	U+06C9B[U]
JA6180*	U+06C7E[U]	U+06C7E[18]
JA6180S	=JA6180*
JA6181	U+06C68[U]
JA6182	U+06C73[U]
JA6183	U+06C92[U]
JA6184	U+06C90[U]
JA6185	U+06CC4[U]
JA6186	U+06CF1[U]
JA6187	U+06CD3[U]
JA6188	U+06CBD[U]
JA6189	U+06CD7[U]
JA6190	U+06CC5[U]
JA6191	U+06CDD[U]
JA6192	U+06CAE[U]
JA6193	U+06CB1[U]
JA6194	U+06CBE[U]
JA6201	U+06CBA[U]
JA6202	U+06CDB[U]
JA6203	U+06CEF[U]
JA6204	U+06CD9[U]	U+06CD9[18]
JA6205	U+06CEA[U]
JA6206	U+06D1F[U]
JA6207	U+0884D[U]
JA6208	U+06D36[U]
JA6209	U+06D2B[U]
JA6210	U+06D3D[U]
JA6211	U+06D38[U]
JA6212	U+06D19[U]
JA6213	U+06D35[U]
JA6214	U+06D33[U]
JA6215	U+06D12[U]
JA6216	U+06D0C[U]
JA6217	U+06D63[U]
JA6218	U+06D93[U]
JA6219	U+06D64[U]
JA6220	U+06D5A[U]
JA6221	U+06D79[U]
JA6222	U+06D59[U]
JA6223*	U+06D8E[U]
JA6223S	=JA6223*
JA6224	U+06D95[U]
JA6225	U+06FE4[U]
JA6226	U+06D85[U]
JA6227	U+06DF9[U]
JA6228	U+06E15[U]
JA6229	U+06E0A[U]
JA6230	U+06DB5[U]
JA6231	U+06DC7[U]
JA6232	U+06DE6[U]
JA6233	U+06DB8[U]
JA6234	U+06DC6[U]
JA6235	U+06DEC[U]
JA6236	U+06DDE[U]	U+06DDE[18]
JA6237	U+06DCC[U]	U+06DCC[18]
JA6238	U+06DE8[U]	U+06DE8[18]
JA6239	U+06DD2[U]
JA6240	U+06DC5[U]
JA6241	U+06DFA[U]
JA6242	U+06DD9[U]
JA6243*	U+06DE4[U]
JA6243S	=JA6243*
JA6244	U+06DD5[U]
JA6245	U+06DEA[U]
JA6246	U+06DEE[U]
JA6247	U+06E2D[U]
JA6248	U+06E6E[U]
JA6249	U+06E2E[U]	U+06E2E[18]
JA6250	U+06E19[U]
JA6251	U+06E72[U]
JA6252	U+06E5F[U]
JA6253	U+06E3E[U]
JA6254	U+06E23[U]
JA6255	U+06E6B[U]
JA6256	U+06E2B[U]
JA6257	U+06E76[U]
JA6258	U+06E4D[U]
JA6259	U+06E1F[U]
JA6260	U+06E43[U]
JA6261	U+06E3A[U]
JA6262	U+06E4E[U]
JA6263*	U+06E24[U]
JA6263S	=JA6263*
JA6264	U+06EFF[U]
JA6265	U+06E1D[U]	U+06E1D[18]
JA6266*	U+06E38[U]
JA6266S	=JA6266*
JA6267	U+06E82[U]
JA6268	U+06EAA[U]	U+06EAA[18]
JA6269	U+06E98[U]
JA6270	U+06EC9[U]
JA6271	U+06EB7[U]
JA6272	U+06ED3[U]
JA6273*	U+06EBD[U]
JA6273S	=JA6273*
JA6274	U+06EAF[U]
JA6275	U+06EC4[U]
JA6276	U+06EB2[U]	U+06EB2[18]
JA6277	U+06ED4[U]	U+06ED4[18]
JA6278	U+06ED5[U]	U+06ED5[19]
JA6279*	U+06E8F[U]
JA6279S	=JA6279*
JA6280	U+06EA5[U]	U+06EA5[18]
JA6281*	U+06EC2[U]
JA6281S	=JA6281*
JA6282	U+06E9F[U]
JA6283	U+06F41[U]
JA6284	U+06F11[U]
JA6285	U+0704C[U]	U+0704C[18]
JA6286	U+06EEC[U]	U+06EEC[19]
JA6287	U+06EF8[U]
JA6288	U+06EFE[U]	U+06EFE[19]
JA6289	U+06F3F[U]
JA6290	U+06EF2[U]
JA6291	U+06F31[U]
JA6292	U+06EEF[U]
JA6293	U+06F32[U]
JA6294	U+06ECC[U]
JA6301	U+06F3E[U]	U+06F3E[19]
JA6302*	U+06F13[U]
JA6302S	=JA6302*
JA6303	U+06EF7[U]
JA6304	U+06F86[U]
JA6305	U+06F7A[U]
JA6306	U+06F78[U]
JA6307	U+06F81[U]
JA6308	U+06F80[U]	U+06F80[18]
JA6309	U+06F6F[U]	U+06F6F[18]
JA6310	U+06F5B[U]	U+06F5B[20]
JA6311	U+06FF3[U]
JA6312	U+06F6D[U]
JA6313*	U+06F82[U]	U+06F82[18]
JA6313S	=JA6313*
JA6314	U+06F7C[U]	U+06F7C[18]
JA6315	U+06F58[U]
JA6316	U+06F8E[U]
JA6317	U+06F91[U]
JA6318	U+06FC2[U]
JA6319	U+06F66[U]
JA6320	U+06FB3[U]	U+06FB3[18]
JA6321	U+06FA3[U]
JA6322	U+06FA1[U]
JA6323	U+06FA4[U]	U+06FA4[18]
JA6324	U+06FB9[U]
JA6325	U+06FC6[U]
JA6326	U+06FAA[U]
JA6327	U+06FDF[U]
JA6328	U+06FD5[U]
JA6329	U+06FEC[U]
JA6330	U+06FD4[U]
JA6331	U+06FD8[U]
JA6332	U+06FF1[U]	U+06FF1[18]
JA6333	U+06FEE[U]
JA6334	U+06FDB[U]	U+06FDB[18]
JA6335	U+07009[U]
JA6336	U+0700B[U]
JA6337	U+06FFA[U]
JA6338	U+07011[U]
JA6339	U+07001[U]	U+07001[18]
JA6340	U+0700F[U]
JA6341	U+06FFE[U]
JA6342	U+0701B[U]	U+0701B[19]
JA6343	U+0701A[U]
JA6344*	U+06F74[U]	U+06F74[19]
JA6344S	=JA6344*
JA6345	U+0701D[U]
JA6346	U+07018[U]
JA6347	U+0701F[U]	U+0701F[18]
JA6348	U+07030[U]
JA6349	U+0703E[U]	U+0703E[18]
JA6350*	U+07032[U]
JA6350S	=JA6350*
JA6351*	U+07051[U]
JA6351S	=JA6351*
JA6352	U+07063[U]
JA6353	U+07099[U]
JA6354	U+07092[U]
JA6355	U+070AF[U]
JA6356	U+070F1[U]
JA6357	U+070AC[U]	U+070AC[18]
JA6358	U+070B8[U]
JA6359	U+070B3[U]	U+070B3[18]
JA6360	U+070AE[U]	U+070AE[18]
JA6361	U+070DF[U]
JA6362	U+070CB[U]
JA6363	U+070DD[U]
JA6364	U+070D9[U]
JA6365	U+07109[U]
JA6366	U+070FD[U]
JA6367	U+0711C[U]
JA6368	U+07119[U]
JA6369	U+07165[U]
JA6370	U+07155[U]
JA6371	U+07188[U]	U+07188[18]
JA6372	U+07166[U]
JA6373	U+07162[U]
JA6374	U+0714C[U]
JA6375*	U+07156[U]
JA6375S	=JA6375*
JA6376	U+0716C[U]
JA6377	U+0718F[U]
JA6378	U+071FB[U]	U+071FB[18]
JA6379	U+07184[U]
JA6380	U+07195[U]
JA6381	U+071A8[U]
JA6382*	U+071AC[U]
JA6382S	=JA6382*
JA6383	U+071D7[U]
JA6384	U+071B9[U]
JA6385	U+071BE[U]	U+071BE[18]
JA6386*	U+071D2[U]
JA6386S	=JA6386*
JA6387	U+071C9[U]
JA6388	U+071D4[U]
JA6389	U+071CE[U]
JA6390*	U+071E0[U]
JA6390S	=JA6390*
JA6391	U+071EC[U]
JA6392	U+071E7[U]	U+071E7[18]
JA6393	U+071F5[U]	U+071F5[18]
JA6394	U+071FC[U]
JA6401	U+071F9[U]
JA6402	U+071FF[U]	U+071FF[19]
JA6403	U+0720D[U]
JA6404*	U+07210[U]
JA6404S	=JA6404*
JA6405	U+0721B[U]	U+0721B[18]
JA6406	U+07228[U]	U+07228[19]
JA6407	U+0722D[U]
JA6408	U+0722C[U]
JA6409	U+07230[U]	U+07230[18]
JA6410	U+07232[U]
JA6411*	U+0723B[U]
JA6411S	=JA6411*
JA6412	U+0723C[U]
JA6413	U+0723F[U]
JA6414	U+07240[U]
JA6415	U+07246[U]
JA6416	U+0724B[U]
JA6417	U+07258[U]
JA6418*	U+07274[U]
JA6418S	=JA6418*
JA6419*	U+0727E[U]
JA6419S	=JA6419*
JA6420	U+07282[U]
JA6421	U+07281[U]
JA6422	U+07287[U]
JA6423	U+07292[U]
JA6424	U+07296[U]
JA6425	U+072A2[U]
JA6426	U+072A7[U]
JA6427	U+072B9[U]
JA6428	U+072B2[U]
JA6429	U+072C3[U]
JA6430	U+072C6[U]
JA6431	U+072C4[U]
JA6432	U+072CE[U]
JA6433	U+072D2[U]
JA6434	U+072E2[U]
JA6435	U+072E0[U]
JA6436*	U+072E1[U]
JA6437	U+072F9[U]
JA6438	U+072F7[U]
JA6439	U+0500F[U]	U+0500F[18]
JA6440	U+07317[U]
JA6441*	U+0730A[U]
JA6441S	=JA6441*
